t,n,e
216.960,-0.003,-0.006
217.168,0.000,-0.013
217.376,-0.000,-0.016
217.584,-0.002,-0.013
217.792,-0.004,-0.010
218.000,-0.006,-0.009
218.208,-0.007,-0.007
218.416,-0.008,-0.003
218.616,-0.012,-0.000
218.824,-0.017,0.001
219.032,-0.020,-0.000
219.240,-0.020,-0.004
219.448,-0.018,-0.010
219.656,-0.014,-0.020
219.864,-0.010,-0.030
220.072,-0.007,-0.040
220.280,-0.001,-0.045
220.488,0.013,-0.044
220.696,0.030,-0.040
220.904,0.044,-0.034
221.104,0.049,-0.024
221.312,0.039,-0.009
221.520,0.019,0.008
221.728,0.002,0.021
221.936,-0.005,0.025
222.144,0.002,0.016
222.352,0.015,0.001
222.560,0.024,-0.014
222.768,0.025,-0.023
222.976,0.018,-0.025
223.184,0.007,-0.021
223.392,-0.003,-0.014
223.592,-0.012,-0.009
223.800,-0.015,-0.006
224.008,-0.015,-0.006
224.216,-0.012,-0.005
224.424,-0.007,-0.004
224.632,-0.002,-0.004
224.840,0.000,-0.003
225.048,-0.002,-0.000
225.256,-0.006,0.003
225.464,-0.011,0.003
225.672,-0.015,-0.001
225.872,-0.017,-0.005
226.080,-0.018,-0.007
226.288,-0.017,-0.004
226.496,-0.018,0.002
226.704,-0.022,0.008
226.912,-0.027,0.011
227.120,-0.031,0.011
227.328,-0.033,0.006
227.536,-0.033,-0.003
227.744,-0.031,-0.011
227.952,-0.025,-0.017
228.160,-0.019,-0.022
228.360,-0.015,-0.025
228.568,-0.014,-0.024
228.776,-0.015,-0.021
228.984,-0.015,-0.018
229.192,-0.015,-0.020
229.400,-0.012,-0.024
229.608,-0.009,-0.027
229.816,-0.006,-0.026
230.024,-0.004,-0.024
230.232,-0.003,-0.022
230.440,-0.005,-0.022
230.648,-0.010,-0.026
230.848,-0.019,-0.031
231.056,-0.030,-0.031
231.264,-0.037,-0.027
231.472,-0.036,-0.023
231.680,-0.026,-0.023
231.888,-0.012,-0.025
232.096,-0.002,-0.029
232.304,0.006,-0.031
232.512,0.009,-0.029
232.720,0.006,-0.024
232.928,0.001,-0.023
233.136,-0.003,-0.025
233.336,-0.002,-0.028
233.544,0.002,-0.031
233.752,0.004,-0.029
233.960,0.006,-0.022
234.168,0.010,-0.018
234.376,0.017,-0.019
234.584,0.024,-0.024
234.792,0.029,-0.029
235.000,0.027,-0.032
235.208,0.019,-0.033
235.416,0.008,-0.032
235.616,0.001,-0.027
235.824,-0.000,-0.022
236.032,0.004,-0.016
236.240,0.009,-0.015
236.448,0.010,-0.016
236.656,0.007,-0.018
236.864,-0.000,-0.021
237.072,-0.011,-0.027
237.280,-0.019,-0.034
237.488,-0.021,-0.044
237.696,-0.016,-0.053
237.904,-0.010,-0.055
238.104,-0.005,-0.051
238.312,-0.006,-0.044
238.520,-0.011,-0.037
238.728,-0.018,-0.032
238.936,-0.023,-0.029
239.144,-0.026,-0.029
239.352,-0.029,-0.028
239.560,-0.032,-0.025
239.768,-0.034,-0.020
239.976,-0.030,-0.013
240.184,-0.024,-0.006
240.392,-0.017,-0.000
240.592,-0.015,0.002
240.800,-0.018,0.005
241.008,-0.024,0.007
241.216,-0.031,0.007
241.424,-0.035,0.007
241.632,-0.036,0.004
241.840,-0.034,0.004
242.048,-0.031,0.005
242.256,-0.030,0.010
242.464,-0.033,0.015
242.672,-0.036,0.021
242.872,-0.037,0.026
243.080,-0.038,0.029
243.288,-0.037,0.027
243.496,-0.035,0.021
243.704,-0.032,0.015
243.912,-0.028,0.010
244.120,-0.026,0.010
244.328,-0.025,0.013
244.536,-0.023,0.017
244.744,-0.021,0.019
244.952,-0.022,0.021
245.160,-0.026,0.022
245.360,-0.034,0.020
245.568,-0.045,0.019
245.776,-0.057,0.017
245.984,-0.071,0.012
246.192,-0.080,0.006
246.400,-0.083,-0.000
246.608,-0.085,-0.008
246.816,-0.094,-0.015
247.024,-0.110,-0.018
247.232,-0.131,-0.017
247.440,-0.151,-0.015
247.648,-0.168,-0.012
247.848,-0.177,-0.009
248.056,-0.175,-0.008
248.264,-0.164,-0.008
248.472,-0.151,-0.008
248.680,-0.135,-0.005
248.888,-0.116,0.001
249.096,-0.096,0.007
249.304,-0.077,0.010
249.512,-0.061,0.009
249.720,-0.046,0.007
249.928,-0.033,0.005
250.136,-0.021,0.004
250.336,-0.009,0.005
250.544,0.000,0.006
250.752,0.010,0.006
250.960,0.023,0.007
251.168,0.036,0.007
251.376,0.048,0.006
251.584,0.058,0.006
251.792,0.062,0.010
252.000,0.064,0.016
252.208,0.066,0.022
252.416,0.069,0.026
252.616,0.071,0.029
252.824,0.074,0.030
253.032,0.076,0.032
253.240,0.077,0.036
253.448,0.080,0.039
253.656,0.084,0.040
253.864,0.090,0.042
254.072,0.097,0.047
254.280,0.104,0.051
254.488,0.110,0.054
254.696,0.112,0.056
254.904,0.112,0.057
255.104,0.113,0.054
255.308,0.112,0.049
255.508,0.112,0.042
255.716,0.111,0.035
255.924,0.109,0.031
256.124,0.108,0.030
256.332,0.109,0.031
256.540,0.113,0.030
256.748,0.117,0.027
256.956,0.120,0.023
257.164,0.119,0.019
257.372,0.118,0.014
257.580,0.118,0.008
257.788,0.119,0.006
257.996,0.121,0.007
258.196,0.125,0.007
258.404,0.128,0.002
258.612,0.130,-0.005
258.820,0.134,-0.011
259.028,0.139,-0.016
259.236,0.144,-0.019
259.444,0.150,-0.021
259.652,0.167,-0.022
259.860,0.218,-0.021
260.068,0.333,-0.018
260.276,0.549,-0.014
260.484,0.912,-0.012
260.684,1.451,-0.023
260.892,2.268,-0.059
261.100,3.414,-0.125
261.308,4.964,-0.212
261.516,6.996,-0.322
261.724,9.609,-0.463
261.932,12.877,-0.633
262.140,16.650,-0.822
262.348,20.663,-1.015
262.556,24.688,-1.174
262.764,28.579,-1.273
262.972,32.290,-1.315
263.172,35.715,-1.318
263.380,39.170,-1.299
263.588,42.545,-1.267
263.796,45.866,-1.228
264.004,49.147,-1.186
264.212,52.397,-1.144
264.420,55.625,-1.102
264.628,58.841,-1.057
264.836,62.058,-1.011
265.044,65.283,-0.958
265.244,68.398,-0.905
265.452,71.653,-0.848
265.660,74.924,-0.791
265.868,78.211,-0.733
266.076,81.507,-0.678
266.284,84.807,-0.627
266.492,88.104,-0.580
266.700,91.390,-0.537
266.908,94.664,-0.500
267.116,97.917,-0.465
267.324,101.146,-0.431
267.532,104.354,-0.399
267.732,107.421,-0.368
267.940,110.592,-0.337
268.148,113.746,-0.308
268.356,116.886,-0.282
268.564,120.014,-0.260
268.772,123.132,-0.239
268.980,126.239,-0.222
269.188,129.341,-0.210
269.396,132.443,-0.203
269.604,135.544,-0.196
269.812,138.642,-0.186
270.020,141.732,-0.167
270.220,144.699,-0.128
270.428,147.774,-0.042
270.636,150.836,0.121
270.844,153.882,0.395
271.052,156.909,0.807
271.260,159.914,1.376
271.468,162.893,2.116
271.676,165.838,3.034
271.884,168.742,4.132
272.092,171.597,5.410
272.300,174.397,6.870
272.508,177.134,8.518
272.708,179.692,10.287
272.916,182.259,12.329
273.124,184.709,14.585
273.332,187.018,17.056
273.540,189.156,19.739
273.748,191.093,22.620
273.956,192.801,25.680
274.164,194.253,28.892
274.372,195.438,32.218
274.580,196.365,35.610
274.788,197.059,39.010
274.996,197.564,42.371
275.196,197.920,45.532
275.404,198.204,48.722
275.612,198.442,51.805
275.820,198.664,54.789
276.028,198.882,57.689
276.236,199.099,60.525
276.444,199.308,63.318
276.652,199.501,66.088
276.860,199.669,68.853
277.068,199.802,71.631
277.276,199.894,74.437
277.484,199.940,77.285
277.684,199.939,80.067
277.892,199.898,83.009
278.100,199.825,85.997
278.308,199.730,89.025
278.516,199.629,92.084
278.724,199.532,95.162
278.932,199.450,98.247
279.140,199.389,101.328
279.348,199.349,104.395
279.556,199.330,107.442
279.764,199.328,110.461
279.972,199.340,113.450
280.172,199.360,116.290
280.380,199.383,119.210
280.588,199.408,122.099
280.796,199.429,124.959
281.004,199.445,127.794
281.212,199.458,130.613
281.420,199.466,133.422
281.628,199.467,136.227
281.836,199.461,139.032
282.044,199.443,141.844
282.244,199.403,144.561
282.452,199.319,147.408
282.660,199.169,150.280
282.868,198.929,153.179
283.076,198.580,156.110
283.284,198.108,159.077
283.492,197.505,162.085
283.700,196.759,165.133
283.908,195.857,168.219
284.116,194.771,171.335
284.324,193.473,174.460
284.532,191.927,177.568
284.732,190.173,180.507
284.940,188.037,183.467
285.148,185.563,186.269
285.356,182.745,188.838
285.564,179.602,191.096
285.772,176.179,192.966
285.976,172.697,194.344
286.184,168.980,195.325
286.392,165.279,195.892
286.600,161.692,196.147
286.808,158.285,196.216
287.016,155.078,196.219
287.224,152.057,196.248
287.432,149.181,196.345
287.640,146.405,196.510
287.852,143.688,196.724
288.052,141.204,196.940
288.260,138.509,197.164
288.468,135.787,197.354
288.676,133.020,197.491
288.884,130.192,197.557
289.092,127.288,197.541
289.300,124.300,197.448
289.508,121.224,197.300
289.708,118.189,197.142
289.916,114.968,196.996
290.124,111.705,196.892
290.332,108.423,196.848
290.540,105.146,196.863
290.748,101.899,196.930
290.956,98.700,197.038
291.164,95.566,197.171
291.372,92.503,197.315
291.580,89.515,197.459
291.788,86.601,197.594
291.996,83.749,197.714
292.196,81.049,197.814
292.404,78.272,197.902
292.612,75.516,197.974
292.820,72.769,198.035
293.028,70.018,198.090
293.236,67.251,198.148
293.444,64.456,198.212
293.652,61.624,198.284
293.860,58.750,198.364
294.068,55.837,198.436
294.276,52.884,198.474
294.484,49.890,198.448
294.684,46.974,198.335
294.892,43.901,198.103
295.100,40.784,197.738
295.308,37.625,197.221
295.516,34.429,196.533
295.724,31.204,195.654
295.932,27.964,194.554
296.140,24.731,193.200
296.348,21.544,191.554
296.556,18.461,189.578
296.764,15.550,187.251
296.972,12.881,184.573
297.172,10.615,181.689
297.380,8.639,178.425
297.588,7.095,174.973
297.796,5.988,171.435
298.004,5.271,167.914
298.212,4.853,164.495
298.420,4.622,161.233
298.628,4.472,158.144
298.836,4.328,155.212
299.044,4.151,152.406
299.244,3.940,149.788
299.452,3.689,147.112
299.660,3.422,144.455
299.868,3.166,141.791
300.076,2.944,139.096
300.284,2.777,136.352
300.492,2.682,133.543
300.700,2.665,130.658
300.908,2.718,127.691
301.116,2.815,124.642
301.324,2.922,121.520
301.532,3.009,118.338
301.732,3.055,115.248
301.940,3.052,112.022
302.148,2.998,108.807
302.356,2.900,105.625
302.564,2.772,102.496
302.772,2.627,99.430
302.980,2.476,96.429
303.188,2.326,93.497
303.396,2.189,90.630
303.604,2.069,87.817
303.812,1.967,85.044
304.020,1.879,82.301
304.220,1.805,79.679
304.428,1.736,76.955
304.636,1.672,74.223
304.844,1.607,71.472
305.052,1.534,68.694
305.260,1.450,65.885
305.468,1.346,63.041
305.676,1.222,60.160
305.884,1.080,57.250
306.092,0.923,54.318
306.300,0.753,51.368
306.508,0.577,48.409
306.708,0.411,45.563
306.916,0.250,42.609
307.124,0.107,39.667
307.332,-0.018,36.740
307.540,-0.124,33.830
307.748,-0.211,30.935
307.956,-0.279,28.056
308.164,-0.333,25.179
308.372,-0.366,22.382
308.580,-0.383,19.664
308.788,-0.393,17.012
308.996,-0.404,14.415
309.196,-0.419,11.977
309.404,-0.445,9.511
309.612,-0.482,7.132
309.820,-0.525,4.850
310.028,-0.568,2.671
310.236,-0.607,0.595
310.440,-0.643,-1.312
310.644,-0.673,-3.201
310.852,-0.696,-4.999
311.052,-0.712,-6.644
311.260,-0.728,-8.272
311.468,-0.742,-9.820
311.676,-0.751,-11.295
311.884,-0.757,-12.708
312.092,-0.757,-14.062
312.300,-0.755,-15.356
312.508,-0.752,-16.592
312.708,-0.750,-17.728
312.916,-0.750,-18.853
313.124,-0.752,-19.921
313.332,-0.757,-20.994
313.540,-0.768,-22.116
313.748,-0.783,-23.088
313.956,-0.798,-23.822
314.164,-0.798,-24.139
314.372,-0.765,-23.983
314.580,-0.688,-23.377
314.788,-0.563,-22.353
314.996,-0.404,-20.992
315.196,-0.252,-19.460
315.404,-0.147,-17.781
315.612,-0.126,-16.218
315.820,-0.176,-14.833
316.028,-0.274,-13.606
316.236,-0.387,-12.494
316.444,-0.487,-11.462
316.652,-0.563,-10.482
316.860,-0.609,-9.543
317.068,-0.630,-8.637
317.276,-0.641,-7.719
317.484,-0.655,-6.726
317.684,-0.671,-5.667
317.892,-0.687,-4.468
318.100,-0.701,-3.211
318.308,-0.709,-1.963
318.516,-0.709,-0.771
318.724,-0.703,0.352
318.932,-0.696,1.413
319.140,-0.690,2.422
319.348,-0.685,3.385
319.556,-0.673,4.325
319.764,-0.655,5.284
319.972,-0.630,6.300
320.172,-0.599,7.345
320.380,-0.561,8.487
320.588,-0.519,9.651
320.796,-0.478,10.798
321.004,-0.439,11.901
321.212,-0.405,12.948
321.416,-0.375,13.909
321.624,-0.347,14.880
321.832,-0.323,15.832
322.040,-0.298,16.709
322.248,-0.273,17.461
322.456,-0.252,18.069
322.664,-0.239,18.542
322.872,-0.234,18.894
323.080,-0.237,19.144
323.288,-0.243,19.314
323.496,-0.250,19.419
323.696,-0.256,19.477
323.904,-0.254,19.506
324.112,-0.244,19.500
324.320,-0.227,19.438
324.528,-0.209,19.364
324.736,-0.194,19.302
324.944,-0.188,19.254
325.152,-0.195,19.219
325.360,-0.213,19.204
325.568,-0.231,19.214
325.776,-0.233,19.247
325.984,-0.217,19.294
326.184,-0.192,19.343
326.392,-0.158,19.393
326.600,-0.129,19.439
326.808,-0.110,19.478
327.016,-0.107,19.510
327.224,-0.114,19.534
327.432,-0.124,19.547
327.640,-0.133,19.547
327.848,-0.137,19.536
328.056,-0.135,19.515
328.264,-0.131,19.491
328.472,-0.125,19.465
328.672,-0.119,19.439
328.880,-0.116,19.409
329.088,-0.118,19.378
329.296,-0.124,19.351
329.504,-0.131,19.328
329.712,-0.136,19.310
329.920,-0.141,19.295
330.128,-0.142,19.282
330.336,-0.140,19.271
330.544,-0.139,19.267
330.744,-0.139,19.272
330.952,-0.140,19.285
331.160,-0.140,19.306
331.368,-0.140,19.331
331.576,-0.138,19.358
331.784,-0.138,19.387
331.992,-0.140,19.414
332.200,-0.142,19.437
332.408,-0.143,19.457
332.616,-0.142,19.473
332.824,-0.138,19.485
333.032,-0.132,19.493
333.232,-0.125,19.497
333.440,-0.121,19.499
333.648,-0.122,19.498
333.856,-0.125,19.494
334.064,-0.128,19.483
334.272,-0.134,19.470
334.480,-0.140,19.455
334.688,-0.147,19.440
334.896,-0.153,19.424
335.104,-0.156,19.411
335.312,-0.158,19.402
335.520,-0.157,19.395
335.720,-0.155,19.388
335.928,-0.154,19.380
336.136,-0.155,19.372
336.344,-0.158,19.369
336.552,-0.160,19.373
336.760,-0.163,19.383
336.968,-0.167,19.399
337.176,-0.171,19.418
337.384,-0.171,19.439
337.592,-0.166,19.460
337.800,-0.159,19.482
338.008,-0.154,19.500
338.208,-0.154,19.512
338.416,-0.161,19.522
338.624,-0.169,19.528
338.832,-0.175,19.528
339.040,-0.178,19.524
339.248,-0.176,19.517
339.456,-0.169,19.509
339.664,-0.160,19.501
339.872,-0.153,19.491
340.080,-0.150,19.483
340.288,-0.151,19.476
340.496,-0.155,19.473
340.696,-0.159,19.472
340.904,-0.159,19.472
341.112,-0.155,19.472
341.320,-0.147,19.472
341.528,-0.136,19.470
341.736,-0.126,19.466
341.944,-0.119,19.461
342.152,-0.121,19.453
342.360,-0.128,19.447
342.568,-0.136,19.446
342.776,-0.144,19.447
342.984,-0.146,19.447
343.184,-0.142,19.444
343.392,-0.132,19.439
343.600,-0.118,19.436
343.808,-0.107,19.432
344.016,-0.103,19.429
344.224,-0.108,19.429
344.432,-0.121,19.434
344.640,-0.137,19.442
344.848,-0.152,19.452
345.056,-0.160,19.460
345.264,-0.160,19.465
345.472,-0.149,19.464
345.672,-0.135,19.459
345.880,-0.122,19.453
346.088,-0.116,19.447
346.296,-0.119,19.440
346.504,-0.128,19.433
346.712,-0.141,19.426
346.920,-0.149,19.421
347.128,-0.150,19.419
347.336,-0.143,19.416
347.540,-0.133,19.414
347.744,-0.125,19.412
347.952,-0.122,19.411
348.160,-0.125,19.415
348.368,-0.134,19.423
348.576,-0.149,19.433
348.784,-0.162,19.440
348.992,-0.169,19.445
349.200,-0.173,19.447
349.408,-0.175,19.448
349.616,-0.175,19.447
349.824,-0.176,19.446
350.032,-0.177,19.444
350.232,-0.178,19.441
350.440,-0.179,19.439
350.648,-0.178,19.434
350.856,-0.175,19.426
351.064,-0.171,19.420
351.272,-0.168,19.416
351.480,-0.166,19.412
351.688,-0.163,19.407
351.896,-0.161,19.401
352.104,-0.160,19.396
352.312,-0.161,19.392
352.520,-0.161,19.390
352.720,-0.160,19.390
352.928,-0.160,19.395
353.136,-0.160,19.402
353.344,-0.161,19.408
353.552,-0.163,19.416
353.760,-0.166,19.424
353.968,-0.168,19.431
354.176,-0.165,19.435
354.384,-0.160,19.436
354.592,-0.154,19.438
354.800,-0.150,19.442
355.008,-0.148,19.445
355.208,-0.148,19.447
355.416,-0.150,19.451
355.624,-0.150,19.456
355.832,-0.149,19.459
356.040,-0.143,19.457
356.248,-0.135,19.453
356.456,-0.129,19.449
356.664,-0.130,19.445
356.872,-0.137,19.440
357.080,-0.146,19.433
357.288,-0.151,19.426
357.496,-0.151,19.418
357.696,-0.147,19.410
357.904,-0.139,19.406
358.112,-0.132,19.406
358.320,-0.132,19.407
358.528,-0.140,19.407
358.736,-0.151,19.410
358.944,-0.159,19.414
359.152,-0.162,19.419
359.360,-0.161,19.425
359.568,-0.156,19.431
359.776,-0.149,19.435
359.984,-0.138,19.439
360.184,-0.128,19.443
360.392,-0.122,19.449
360.600,-0.122,19.456
360.808,-0.127,19.462
361.016,-0.137,19.465
361.224,-0.148,19.463
361.432,-0.158,19.459
361.640,-0.163,19.453
361.848,-0.161,19.442
362.056,-0.153,19.429
362.264,-0.142,19.417
362.472,-0.134,19.407
362.672,-0.130,19.400
362.880,-0.129,19.396
363.088,-0.130,19.393
363.296,-0.130,19.389
363.504,-0.131,19.387
363.712,-0.133,19.385
363.920,-0.139,19.382
364.128,-0.147,19.382
364.336,-0.158,19.387
364.544,-0.167,19.397
364.744,-0.170,19.407
364.952,-0.164,19.415
365.160,-0.150,19.421
365.368,-0.135,19.428
365.576,-0.122,19.434
365.784,-0.115,19.437
365.992,-0.112,19.438
366.200,-0.114,19.437
366.408,-0.121,19.437
366.616,-0.123,19.435
366.824,-0.123,19.434
367.032,-0.122,19.432
367.232,-0.120,19.430
367.440,-0.118,19.428
367.648,-0.116,19.427
367.856,-0.112,19.428
368.064,-0.106,19.432
368.272,-0.102,19.434
368.480,-0.102,19.435
368.688,-0.104,19.438
368.896,-0.106,19.441
369.104,-0.111,19.440
369.312,-0.116,19.439
369.520,-0.117,19.438
369.720,-0.119,19.438
369.928,-0.120,19.439
370.136,-0.123,19.439
370.344,-0.124,19.440
370.552,-0.120,19.438
